Date,Branch ID,Employee ID,Daily Customers,Sim Cards,Spoiled Cards,Cards Activated,Cards Topped Up,Apps,Apps Transacted,Customer Satisfaction
06-07-23,B005,B005_E002,46,21,0,13,6,3,1,3.6
06-07-23,B005,B005_E003,95,31,0,21,12,5,1,3.6
06-07-23,B005,B005_E004,71,9,0,5,2,3,1,3.6
06-07-23,B005,B005_E005,93,18,0,10,4,6,2,3.2
06-07-23,B005,B005_E006,72,10,0,7,3,3,0,3.8
06-07-23,B005,B005_E007,102,28,0,19,9,4,0,3.2
06-07-23,B005,B005_E008,98,25,0,20,10,5,0,3.7
06-07-23,B005,B005_E009,104,30,0,24,13,5,2,3.1
06-07-23,B005,B005_E010,99,23,0,19,8,3,0,3.3
06-07-23,B006,B006_E001,107,13,0,9,3,2,0,4
06-07-23,B006,B006_E002,73,21,0,17,8,2,0,4.4
06-07-23,B006,B006_E003,75,19,0,13,5,2,0,3.6
06-07-23,B006,B006_E004,91,11,0,7,3,2,0,4.2
06-07-23,B006,B006_E005,83,11,0,6,3,1,0,4
06-07-23,B006,B006_E006,90,14,0,8,3,1,0,3.9
06-07-23,B006,B006_E007,90,20,0,16,7,2,0,4.1
06-07-23,B006,B006_E008,70,21,0,17,6,2,0,4.6
06-07-23,B006,B006_E009,63,18,0,10,5,1,0,4.4
06-07-23,B006,B006_E010,105,6,0,3,1,1,0,4.2
06-07-23,B007,B007_E001,25,8,0,4,1,2,0,3.8
06-07-23,B007,B007_E002,28,5,0,3,1,2,0,4
06-07-23,B007,B007_E003,29,4,0,2,0,2,0,3.8
06-07-23,B007,B007_E004,41,9,0,7,2,1,0,4
06-07-23,B007,B007_E005,41,6,0,3,1,2,0,4.6
06-07-23,B007,B007_E006,48,7,0,4,1,1,0,4
06-07-23,B007,B007_E007,46,5,0,3,1,2,0,3.9
06-07-23,B007,B007_E008,44,12,0,7,2,1,0,4.4
06-07-23,B007,B007_E009,33,4,0,2,0,1,0,3.9
06-07-23,B007,B007_E010,47,3,0,1,0,1,0,3.9
06-07-23,B008,B008_E001,92,22,0,17,9,10,5,3.5
06-07-23,B008,B008_E002,46,11,0,6,3,5,0,3.9
06-07-23,B008,B008_E003,103,24,0,14,5,5,0,3.4
06-07-23,B008,B008_E004,79,26,0,22,8,8,2,3.5
06-07-23,B008,B008_E005,63,12,0,7,3,10,5,4.3
06-07-23,B008,B008_E006,102,32,0,26,13,9,1,3.7
06-07-23,B008,B008_E007,94,32,0,22,13,8,4,4.2
06-07-23,B008,B008_E008,86,23,0,19,8,6,1,4
06-07-23,B008,B008_E009,72,11,0,7,2,4,1,4.3
06-07-23,B008,B008_E010,77,14,0,9,5,8,0,3.6
06-07-23,B009,B009_E001,69,18,0,15,9,6,1,3.7
06-07-23,B009,B009_E002,52,25,0,21,9,3,0,2.9
06-07-23,B009,B009_E003,61,21,0,12,4,4,0,3.2
06-07-23,B009,B009_E004,77,16,0,13,7,8,0,3.1
06-07-23,B009,B009_E005,92,10,0,7,3,6,2,3.6
06-07-23,B009,B009_E006,84,11,0,8,3,6,1,3.1
06-07-23,B009,B009_E007,72,18,0,14,6,3,0,2.8
06-07-23,B009,B009_E008,48,17,0,12,7,10,0,3
06-07-23,B009,B009_E009,76,15,0,9,4,8,4,3
06-07-23,B009,B009_E010,94,9,0,5,2,10,5,3
06-07-23,B010,B010_E001,36,16,0,11,5,0,0,3.9
06-07-23,B010,B010_E002,76,12,0,9,3,1,0,4.3
06-07-23,B010,B010_E003,46,17,0,11,6,0,0,4.7
06-07-23,B010,B010_E004,35,21,0,17,7,1,0,3.7
06-07-23,B010,B010_E005,62,13,0,7,2,0,0,4.2
06-07-23,B010,B010_E006,59,23,0,13,5,0,0,4.5
06-07-23,B010,B010_E007,80,8,0,4,1,0,0,4
06-07-23,B010,B010_E008,55,25,0,19,10,1,0,4.1
06-07-23,B010,B010_E009,48,6,0,4,1,1,0,4.7
06-07-23,B010,B010_E010,58,18,0,11,5,1,0,4.4
06-07-23,B011,B011_E001,121,26,0,17,9,11,0,2.9
06-07-23,B011,B011_E002,65,13,0,10,6,4,0,3.1
06-07-23,B011,B011_E003,55,31,0,25,11,6,2,3.2
06-07-23,B011,B011_E004,48,23,0,17,10,5,1,3
06-07-23,B011,B011_E005,48,11,0,6,2,8,0,3.3
06-07-23,B011,B011_E006,84,10,0,6,2,5,2,3.3
06-07-23,B011,B011_E007,100,16,0,10,4,5,1,3.1
06-07-23,B011,B011_E008,105,9,0,7,2,8,2,2.8
06-07-23,B011,B011_E009,117,18,0,14,5,5,2,2.9
06-07-23,B011,B011_E010,79,33,0,19,8,6,2,3.2
06-07-23,B012,B012_E001,39,12,0,9,3,0,0,3.9
06-07-23,B012,B012_E002,53,11,0,7,3,1,0,3.3
06-07-23,B012,B012_E003,35,8,0,6,2,1,0,3.9
06-07-23,B012,B012_E004,49,11,0,6,2,0,0,3.4
06-07-23,B012,B012_E005,54,11,0,7,2,1,0,3.3
06-07-23,B012,B012_E006,51,6,0,3,1,1,0,3.4
06-07-23,B012,B012_E007,54,12,0,9,3,0,0,3.6
06-07-23,B012,B012_E008,29,5,0,3,1,1,0,3.6
06-07-23,B012,B012_E009,58,6,0,4,1,1,0,3.6
06-07-23,B012,B012_E010,62,11,0,7,3,1,0,3.5
06-07-23,B013,B013_E001,44,23,0,19,12,4,1,4.1
06-07-23,B013,B013_E002,55,21,0,12,5,7,1,4.1
06-07-23,B013,B013_E003,88,14,0,11,4,4,1,4
06-07-23,B013,B013_E004,91,7,0,5,2,5,1,3.8
06-07-23,B013,B013_E005,89,22,0,13,8,10,5,4
06-07-23,B013,B013_E006,55,25,0,20,8,4,0,4
06-07-23,B013,B013_E007,80,16,0,13,8,9,1,4.4
06-07-23,B013,B013_E008,100,10,0,7,3,5,2,3.6
06-07-23,B013,B013_E009,51,21,0,12,4,6,2,4.1
06-07-23,B013,B013_E010,58,26,0,21,13,9,2,3.7
06-07-23,B014,B014_E001,28,3,0,1,0,0,0,5
06-07-23,B014,B014_E002,48,8,0,4,1,0,0,4.4
06-07-23,B014,B014_E003,25,2,0,1,0,1,0,4.9
06-07-23,B014,B014_E004,39,2,0,1,0,0,0,4.2
06-07-23,B014,B014_E005,54,4,0,2,0,0,0,4.5
06-07-23,B014,B014_E006,26,3,0,1,0,0,0,4.8
06-07-23,B014,B014_E007,47,8,0,6,2,1,0,5
06-07-23,B014,B014_E008,39,6,0,4,1,1,0,4.2
06-07-23,B014,B014_E009,52,6,0,3,1,1,0,5
06-07-23,B014,B014_E010,25,5,0,3,1,0,0,4.2
06-07-23,B015,B015_E001,75,12,0,9,5,3,1,3.5
06-07-23,B015,B015_E002,49,19,0,14,7,3,1,3.8
06-07-23,B015,B015_E003,60,9,0,5,2,5,2,3.5
06-07-23,B015,B015_E004,46,7,0,5,2,4,1,3.3
06-07-23,B015,B015_E005,102,15,0,11,6,7,0,3.9
06-07-23,B015,B015_E006,42,15,0,11,5,3,1,3.4
06-07-23,B015,B015_E007,64,16,0,13,7,3,0,3.8
06-07-23,B015,B015_E008,75,7,0,5,2,2,0,3.6
06-07-23,B015,B015_E009,81,18,0,14,7,7,2,3.3
06-07-23,B015,B015_E010,52,15,0,9,5,5,0,3.4
06-07-23,B016,B016_E001,31,10,0,7,2,1,0,3.4
06-07-23,B016,B016_E002,69,14,0,9,5,0,0,3.5
06-07-23,B016,B016_E003,36,7,0,5,2,1,0,3.7
06-07-23,B016,B016_E004,61,7,0,4,1,1,0,3.1
06-07-23,B016,B016_E005,49,19,0,14,5,0,0,3.1
06-07-23,B016,B016_E006,62,14,0,8,3,1,0,3.3
06-07-23,B016,B016_E007,40,16,0,9,4,0,0,3.1
06-07-23,B016,B016_E008,35,17,0,10,6,1,0,3
06-07-23,B016,B016_E009,54,12,0,9,5,0,0,2.9
06-07-23,B016,B016_E010,30,12,0,9,3,1,0,2.9
06-07-23,B017,B017_E001,29,8,0,5,2,3,0,4.8
06-07-23,B017,B017_E002,42,14,0,9,4,2,0,5
06-07-23,B017,B017_E003,33,15,0,11,4,4,0,5
06-07-23,B017,B017_E004,49,14,0,10,4,4,1,5
06-07-23,B017,B017_E005,44,6,0,3,1,5,2,4.7
06-07-23,B017,B017_E006,28,8,0,6,3,6,1,4.7
06-07-23,B017,B017_E007,47,5,0,3,1,3,0,4.8
06-07-23,B017,B017_E008,52,17,0,10,5,2,0,5
06-07-23,B017,B017_E009,38,12,0,8,4,6,1,4.9
06-07-23,B017,B017_E010,32,17,0,10,6,4,1,5
06-07-23,B018,B018_E001,105,10,0,8,4,1,0,4.7
06-07-23,B018,B018_E002,102,11,0,7,3,2,0,3.9
06-07-23,B018,B018_E003,89,14,0,10,4,2,0,4
06-07-23,B018,B018_E004,114,21,0,14,6,2,0,4.7
06-07-23,B018,B018_E005,116,23,0,13,8,3,1,4.2
06-07-23,B018,B018_E006,50,11,0,6,3,1,0,4.1
06-07-23,B018,B018_E007,85,24,0,15,7,2,0,4.6
06-07-23,B018,B018_E008,94,15,0,11,4,3,0,4.1
06-07-23,B018,B018_E009,113,16,0,11,4,2,0,4.5
06-07-23,B018,B018_E010,62,30,0,23,15,2,0,4.7
06-07-23,B019,B019_E001,37,5,0,3,1,3,0,3.4
06-07-23,B019,B019_E002,45,12,0,7,3,3,1,3.3
06-07-23,B019,B019_E003,33,12,0,9,3,2,0,3.7
06-07-23,B019,B019_E004,52,5,0,3,1,3,0,3.6
06-07-23,B019,B019_E005,39,5,0,3,1,4,1,2.9
06-07-23,B019,B019_E006,76,7,0,4,1,3,1,3.6
06-07-23,B019,B019_E007,62,10,0,8,3,6,1,2.9
06-07-23,B019,B019_E008,37,8,0,6,2,3,0,3.1
06-07-23,B019,B019_E009,51,10,0,8,3,4,0,3.1
06-07-23,B019,B019_E010,46,5,0,3,1,4,1,3.5
06-07-23,B020,B020_E001,63,11,0,7,2,1,0,3.1
06-07-23,B020,B020_E002,76,5,0,3,1,1,0,3.6
06-07-23,B020,B020_E003,63,13,0,7,2,1,0,3.9
06-07-23,B020,B020_E004,51,7,0,5,2,1,0,3.6
06-07-23,B020,B020_E005,46,12,0,7,2,2,0,3.7
06-07-23,B020,B020_E006,54,6,0,4,1,1,0,3.6
06-07-23,B020,B020_E007,75,16,0,10,4,2,0,3.4
06-07-23,B020,B020_E008,99,16,0,9,3,2,0,3.7
06-07-23,B020,B020_E009,102,8,0,5,2,2,0,3.5
06-07-23,B020,B020_E010,97,10,0,7,3,2,0,3.6
06-07-23,B021,B021_E001,66,9,0,7,3,1,0,4.6
06-07-23,B021,B021_E002,78,23,0,19,9,4,1,4.8
06-07-23,B021,B021_E003,83,19,0,16,6,4,0,4.5
06-07-23,B021,B021_E004,53,29,0,17,8,2,0,4.8
06-07-23,B021,B021_E005,105,24,0,15,8,2,0,4.5
06-07-23,B021,B021_E006,89,16,0,13,7,3,0,4.9
06-07-23,B021,B021_E007,103,25,0,18,8,2,0,4.5
06-07-23,B021,B021_E008,107,12,0,7,3,3,1,4.8
06-07-23,B021,B021_E009,58,26,0,21,12,1,0,5
06-07-23,B021,B021_E010,43,16,0,10,4,3,1,4.9
06-07-23,B022,B022_E001,55,18,0,12,5,6,1,3.2
06-07-23,B022,B022_E002,46,14,0,11,6,6,0,2.9
06-07-23,B022,B022_E003,55,6,0,3,1,2,0,3.6
06-07-23,B022,B022_E004,43,10,0,7,3,4,1,3.2
06-07-23,B022,B022_E005,47,7,0,4,1,5,0,3.6
06-07-23,B022,B022_E006,38,6,0,4,1,6,2,3
06-07-23,B022,B022_E007,60,12,0,9,5,4,1,3.1
06-07-23,B022,B022_E008,45,17,0,11,4,2,0,3.6
06-07-23,B022,B022_E009,41,11,0,6,2,5,1,3.9
06-07-23,B022,B022_E010,95,15,0,10,6,2,0,3.5
06-07-23,B023,B023_E001,79,18,0,15,8,4,1,3.6
06-07-23,B023,B023_E002,54,7,0,5,2,5,0,3.5
06-07-23,B023,B023_E003,75,14,0,11,5,3,0,3.4
06-07-23,B023,B023_E004,119,9,0,5,2,8,2,3.7
06-07-23,B023,B023_E005,85,10,0,7,2,4,1,3.2
06-07-23,B023,B023_E006,91,21,0,15,7,5,0,2.9
06-07-23,B023,B023_E007,104,15,0,9,5,6,2,3.1
06-07-23,B023,B023_E008,114,15,0,12,7,8,4,3.3
06-07-23,B023,B023_E009,102,19,0,14,5,7,1,3.9
06-07-23,B023,B023_E010,116,14,0,11,6,8,2,3.7
06-07-23,B024,B024_E001,72,22,0,18,8,5,0,2.8
06-07-23,B024,B024_E002,44,7,0,4,1,2,0,3.2
06-07-23,B024,B024_E003,69,10,0,8,4,5,1,3.1
06-07-23,B024,B024_E004,60,19,0,15,9,6,1,3.5
06-07-23,B024,B024_E005,73,24,0,20,13,2,0,2.8
06-07-23,B024,B024_E006,48,14,0,11,5,4,0,3.1
06-07-23,B024,B024_E007,38,9,0,7,2,2,0,3.1
06-07-23,B024,B024_E008,60,16,0,13,6,3,1,3.4
06-07-23,B024,B024_E009,65,20,0,13,6,2,0,2.7
06-07-23,B024,B024_E010,76,10,0,7,3,3,0,3.1
06-07-23,B025,B025_E001,66,17,0,13,5,1,0,3.7
06-07-23,B025,B025_E002,40,17,0,12,4,1,0,4
06-07-23,B025,B025_E003,78,14,0,11,4,1,0,4.1
06-07-23,B025,B025_E004,79,15,0,12,4,0,0,4.2
06-07-23,B025,B025_E005,51,14,0,11,5,1,0,3.7
06-07-23,B025,B025_E006,58,17,0,10,4,0,0,3.9
06-07-23,B025,B025_E007,40,7,0,4,1,1,0,4.1
06-07-23,B025,B025_E008,44,16,0,11,6,1,0,4.3
06-07-23,B025,B025_E009,71,12,0,7,2,0,0,4.1
06-07-23,B025,B025_E010,54,12,0,9,4,1,0,4.3
07-07-23,B001,B001_E001,43,14,0,11,4,1,0,3.3
07-07-23,B001,B001_E002,98,14,0,11,6,1,0,3.5
07-07-23,B001,B001_E003,96,14,0,8,4,2,0,2.6
07-07-23,B001,B001_E004,86,6,0,3,1,1,0,3
07-07-23,B001,B001_E005,51,18,0,11,6,2,0,3.5
07-07-23,B001,B001_E006,62,15,0,9,3,2,0,3.2
07-07-23,B001,B001_E007,99,14,0,11,6,2,0,3.5
07-07-23,B001,B001_E008,57,7,0,4,1,1,0,3.3
07-07-23,B001,B001_E009,43,9,0,7,2,1,0,2.6
07-07-23,B001,B001_E010,74,7,0,4,1,2,0,3.4
07-07-23,B002,B002_E001,98,11,0,8,4,8,1,4.5
07-07-23,B002,B002_E002,59,18,0,12,5,4,1,4.3
07-07-23,B002,B002_E003,42,23,0,13,5,8,4,4.8
07-07-23,B002,B002_E004,88,13,0,7,2,4,0,4.5
07-07-23,B002,B002_E005,101,16,0,13,6,7,3,4.4
07-07-23,B002,B002_E006,60,12,0,7,2,4,0,4.6
07-07-23,B002,B002_E007,99,20,0,13,7,6,1,4.1
07-07-23,B002,B002_E008,93,11,0,8,3,4,0,4.7
07-07-23,B002,B002_E009,46,20,0,13,5,3,1,4.1
07-07-23,B002,B002_E010,63,14,0,9,5,5,0,4.6
07-07-23,B003,B003_E001,27,8,0,6,2,3,1,4.1
07-07-23,B003,B003_E002,50,2,0,1,0,1,0,4.5
07-07-23,B003,B003_E003,48,6,0,4,1,3,1,4.9
07-07-23,B003,B003_E004,38,5,0,3,1,1,0,4.1
07-07-23,B003,B003_E005,40,7,0,4,1,1,0,4.4
07-07-23,B003,B003_E006,37,4,0,2,0,3,1,4.9
07-07-23,B003,B003_E007,44,7,0,5,2,3,0,4.4
07-07-23,B003,B003_E008,31,8,0,4,1,3,1,4.1
07-07-23,B003,B003_E009,53,4,0,2,0,3,0,4.6
07-07-23,B003,B003_E010,50,7,0,5,2,3,1,5
07-07-23,B004,B004_E001,58,4,0,2,0,6,1,4.8
07-07-23,B004,B004_E002,82,10,0,8,3,5,1,4.2
07-07-23,B004,B004_E003,87,13,0,10,6,5,1,5
07-07-23,B004,B004_E004,49,14,0,9,4,4,1,4.2
07-07-23,B004,B004_E005,58,11,0,8,4,4,0,4.9
07-07-23,B004,B004_E006,70,12,0,7,3,6,3,4.7
07-07-23,B004,B004_E007,39,9,0,6,2,5,0,4.7
07-07-23,B004,B004_E008,50,8,0,4,1,5,2,5
07-07-23,B004,B004_E009,61,7,0,4,1,3,1,4.9
07-07-23,B004,B004_E010,56,13,0,7,3,6,2,4.3
07-07-23,B005,B005_E001,82,7,0,5,2,2,0,5
07-07-23,B005,B005_E002,55,8,0,4,1,2,0,4.8
07-07-23,B005,B005_E003,53,13,0,10,6,2,0,4.5
07-07-23,B005,B005_E004,81,14,0,8,3,1,0,5
07-07-23,B005,B005_E005,73,14,0,11,4,2,0,4.6
07-07-23,B005,B005_E006,79,3,0,1,0,1,0,4.5
07-07-23,B005,B005_E007,75,6,0,3,1,2,0,4.8
07-07-23,B005,B005_E008,37,7,0,4,1,2,0,5
07-07-23,B005,B005_E009,58,9,0,6,3,1,0,4.5
07-07-23,B005,B005_E010,59,9,0,6,2,2,0,4.8
07-07-23,B006,B006_E001,93,8,0,6,3,2,0,3.9
07-07-23,B006,B006_E002,66,21,0,16,9,5,2,4
07-07-23,B006,B006_E003,91,8,0,4,1,4,0,3.6
07-07-23,B006,B006_E004,84,17,0,12,4,6,2,3.1
07-07-23,B006,B006_E005,51,14,0,11,5,5,0,3.1
07-07-23,B006,B006_E006,96,24,0,20,10,3,0,3.2
07-07-23,B006,B006_E007,70,7,0,5,2,6,0,3.3
07-07-23,B006,B006_E008,70,18,0,11,6,6,2,3.5
07-07-23,B006,B006_E009,87,13,0,10,4,6,0,3.6
07-07-23,B006,B006_E010,87,25,0,15,7,6,1,3.8
07-07-23,B007,B007_E001,39,4,0,2,0,5,1,2.8
07-07-23,B007,B007_E002,58,9,0,7,2,6,3,2.9
07-07-23,B007,B007_E003,67,11,0,8,3,2,0,2.9
07-07-23,B007,B007_E004,90,8,0,5,2,7,1,3.5
07-07-23,B007,B007_E005,73,8,0,4,1,7,2,3.5
07-07-23,B007,B007_E006,52,10,0,6,3,3,1,3.5
07-07-23,B007,B007_E007,89,8,0,6,2,3,1,3
07-07-23,B007,B007_E008,59,15,0,9,3,6,3,2.7
07-07-23,B007,B007_E009,88,15,0,11,4,4,1,2.9
07-07-23,B007,B007_E010,54,15,0,10,6,5,2,2.8
07-07-23,B008,B008_E001,67,8,0,4,1,8,0,3.7
07-07-23,B008,B008_E002,65,24,0,16,7,6,3,3.6
07-07-23,B008,B008_E003,66,9,0,6,2,5,0,3.8
07-07-23,B008,B008_E004,88,13,0,8,3,6,2,3.1
07-07-23,B008,B008_E005,87,22,0,14,7,6,3,3.6
07-07-23,B008,B008_E006,59,13,0,7,3,6,2,3.6
07-07-23,B008,B008_E007,85,15,0,11,6,5,1,3.2
07-07-23,B008,B008_E008,79,14,0,11,6,7,2,3.2
07-07-23,B008,B008_E009,47,30,0,26,11,4,1,3.6
07-07-23,B008,B008_E010,102,19,0,14,7,8,2,4
07-07-23,B009,B009_E001,52,14,0,11,6,2,0,4.6
07-07-23,B009,B009_E002,62,12,0,7,2,5,2,4.3
07-07-23,B009,B009_E003,52,16,0,10,4,4,0,4.2
07-07-23,B009,B009_E004,67,12,0,9,4,2,0,4.4
07-07-23,B009,B009_E005,94,10,0,6,2,6,2,3.9
07-07-23,B009,B009_E006,47,7,0,5,2,3,0,4.5
07-07-23,B009,B009_E007,73,6,0,3,1,6,2,3.9
07-07-23,B009,B009_E008,45,9,0,6,3,3,0,4.3
07-07-23,B009,B009_E009,97,10,0,8,4,3,0,4.3
07-07-23,B009,B009_E010,73,12,0,8,3,2,0,4.7
07-07-23,B010,B010_E001,95,5,0,3,1,6,0,2.9
07-07-23,B010,B010_E002,68,11,0,8,3,4,1,3.2
07-07-23,B010,B010_E003,65,8,0,5,2,2,0,3.5
07-07-23,B010,B010_E004,90,8,0,5,2,6,0,3.6
07-07-23,B010,B010_E005,49,12,0,7,3,2,0,3
07-07-23,B010,B010_E006,98,12,0,8,3,5,0,3.2
07-07-23,B010,B010_E007,82,6,0,4,1,3,1,3
07-07-23,B010,B010_E008,42,7,0,4,1,6,3,3.2
07-07-23,B010,B010_E009,97,16,0,13,6,2,0,3.5
07-07-23,B010,B010_E010,45,5,0,3,1,6,0,3.6
07-07-23,B011,B011_E001,48,11,0,6,2,0,0,4.1
07-07-23,B011,B011_E002,35,3,0,1,0,0,0,4.9
07-07-23,B011,B011_E003,45,12,0,7,2,0,0,4.2
07-07-23,B011,B011_E004,34,4,0,2,0,0,0,4.1
07-07-23,B011,B011_E005,53,7,0,4,1,1,0,4
07-07-23,B011,B011_E006,65,10,0,8,4,1,0,4.2
07-07-23,B011,B011_E007,69,8,0,5,2,1,0,4.6
07-07-23,B011,B011_E008,44,3,0,1,0,0,0,4.9
07-07-23,B011,B011_E009,43,5,0,3,1,0,0,4
07-07-23,B011,B011_E010,55,7,0,4,1,1,0,4.1
07-07-23,B012,B012_E001,55,9,0,6,3,2,0,4.3
07-07-23,B012,B012_E002,105,15,0,10,4,1,0,4.5
07-07-23,B012,B012_E003,52,9,0,7,2,2,0,5
07-07-23,B012,B012_E004,45,13,0,8,3,4,1,4.8
07-07-23,B012,B012_E005,101,6,0,4,1,1,0,4.9
07-07-23,B012,B012_E006,71,18,0,13,7,2,0,4.8
07-07-23,B012,B012_E007,89,16,0,13,5,4,1,4.6
07-07-23,B012,B012_E008,95,9,0,5,2,1,0,5
07-07-23,B012,B012_E009,108,15,0,11,4,3,0,4.4
07-07-23,B012,B012_E010,92,10,0,6,3,3,1,4.9
07-07-23,B013,B013_E001,58,9,0,6,2,3,1,2.8
07-07-23,B013,B013_E002,79,15,0,12,7,3,1,3.4
07-07-23,B013,B013_E003,83,18,0,12,4,4,1,3
07-07-23,B013,B013_E004,52,13,0,7,3,5,0,3.6
07-07-23,B013,B013_E005,79,16,0,12,4,4,0,3.7
07-07-23,B013,B013_E006,50,16,0,11,4,5,1,3.1
07-07-23,B013,B013_E007,63,5,0,3,1,5,0,3.7
07-07-23,B013,B013_E008,69,6,0,3,1,4,1,3.1
07-07-23,B013,B013_E009,45,6,0,4,1,2,0,3.3
07-07-23,B013,B013_E010,82,6,0,4,1,4,0,3.2
07-07-23,B014,B014_E001,65,15,0,11,4,5,0,4.2
07-07-23,B014,B014_E002,61,9,0,7,2,7,0,5
07-07-23,B014,B014_E003,67,14,0,10,4,7,3,4.6
07-07-23,B014,B014_E004,57,8,0,5,2,4,0,4.8
07-07-23,B014,B014_E005,61,17,0,13,5,5,0,4.6
07-07-23,B014,B014_E006,86,8,0,4,1,4,1,5
07-07-23,B014,B014_E007,37,20,0,17,6,4,0,4.5
07-07-23,B014,B014_E008,63,7,0,4,1,7,0,4.9
07-07-23,B014,B014_E009,59,20,0,12,5,3,1,5
07-07-23,B014,B014_E010,86,12,0,7,2,5,2,5
07-07-23,B015,B015_E001,43,22,0,16,10,8,0,4.1
07-07-23,B015,B015_E002,81,9,0,6,3,7,1,4.4
07-07-23,B015,B015_E003,41,6,0,3,1,8,3,4.2
07-07-23,B015,B015_E004,74,11,0,7,2,4,1,4.6
07-07-23,B015,B015_E005,63,21,0,14,5,6,1,3.9
07-07-23,B015,B015_E006,52,11,0,6,3,9,2,4.5
07-07-23,B015,B015_E007,49,19,0,13,5,6,0,4.6
07-07-23,B015,B015_E008,84,6,0,3,1,5,1,4.1
07-07-23,B015,B015_E009,82,13,0,10,5,5,2,3.9
07-07-23,B015,B015_E010,50,18,0,11,4,4,0,4
07-07-23,B016,B016_E001,77,12,0,9,5,11,4,3.7
07-07-23,B016,B016_E002,59,16,0,13,6,6,1,4.1
07-07-23,B016,B016_E003,99,9,0,7,3,7,1,4.5
07-07-23,B016,B016_E004,90,19,0,16,7,4,1,3.9
07-07-23,B016,B016_E005,113,18,0,13,5,8,4,4.3
07-07-23,B016,B016_E006,94,9,0,5,2,7,3,4.3
07-07-23,B016,B016_E007,46,19,0,12,5,10,4,3.7
07-07-23,B016,B016_E008,72,18,0,12,5,8,0,3.6
07-07-23,B016,B016_E009,99,17,0,14,8,12,6,4.4
07-07-23,B016,B016_E010,114,8,0,5,2,10,3,4.3
07-07-23,B017,B017_E001,66,10,0,8,3,5,0,4.9
07-07-23,B017,B017_E002,93,4,0,2,0,3,1,4.5
07-07-23,B017,B017_E003,58,14,0,10,6,5,1,5
07-07-23,B017,B017_E004,42,16,0,10,6,5,0,4.9
07-07-23,B017,B017_E005,53,10,0,8,4,4,1,4.2
07-07-23,B017,B017_E006,78,14,0,8,3,2,0,4.5
07-07-23,B017,B017_E007,89,9,0,5,2,6,1,4.6
07-07-23,B017,B017_E008,103,8,0,6,3,2,0,4.9
07-07-23,B017,B017_E009,50,13,0,8,4,5,0,4.1
07-07-23,B017,B017_E010,55,5,0,3,1,5,0,5
07-07-23,B018,B018_E001,38,12,0,7,3,5,2,3.7
07-07-23,B018,B018_E002,46,4,0,2,0,5,0,4.2
07-07-23,B018,B018_E003,71,11,0,7,2,4,1,3.9
07-07-23,B018,B018_E004,46,13,0,8,3,5,0,3.9
07-07-23,B018,B018_E005,58,13,0,10,4,4,1,4.5
07-07-23,B018,B018_E006,35,12,0,7,3,3,0,4.2
07-07-23,B018,B018_E007,74,15,0,11,4,6,0,4.4
07-07-23,B018,B018_E008,70,12,0,8,4,5,0,4.2
07-07-23,B018,B018_E009,35,13,0,7,3,2,0,4
07-07-23,B018,B018_E010,74,5,0,3,1,5,0,4
07-07-23,B019,B019_E001,39,20,0,13,6,4,0,3.6
07-07-23,B019,B019_E002,90,19,0,16,6,3,0,3.9
07-07-23,B019,B019_E003,60,20,0,12,5,4,1,3.9
07-07-23,B019,B019_E004,92,21,0,14,7,4,0,4.1
07-07-23,B019,B019_E005,42,9,0,7,2,4,1,3.7
07-07-23,B019,B019_E006,74,21,0,17,10,3,1,4.6
07-07-23,B019,B019_E007,39,18,0,12,6,2,0,3.8
07-07-23,B019,B019_E008,56,19,0,11,6,2,0,3.9
07-07-23,B019,B019_E009,52,6,0,3,1,4,0,4.1
07-07-23,B019,B019_E010,59,20,0,17,6,1,0,3.7
07-07-23,B020,B020_E001,64,12,0,9,5,2,0,3.6
07-07-23,B020,B020_E002,48,9,0,5,2,2,0,3.4
07-07-23,B020,B020_E003,34,15,0,10,5,2,0,3.4
07-07-23,B020,B020_E004,70,5,0,3,1,5,1,3
07-07-23,B020,B020_E005,45,10,0,6,2,4,1,3.7
07-07-23,B020,B020_E006,49,12,0,7,2,5,2,3.4
07-07-23,B020,B020_E007,48,11,0,8,3,2,0,3.4
07-07-23,B020,B020_E008,32,10,0,7,3,4,1,3.1
07-07-23,B020,B020_E009,49,6,0,3,1,3,1,3.4
07-07-23,B020,B020_E010,40,9,0,5,2,3,1,3.3
07-07-23,B021,B021_E001,22,6,0,4,1,2,0,4.3
07-07-23,B021,B021_E002,30,8,0,6,3,1,0,5
07-07-23,B021,B021_E003,24,14,0,11,4,2,0,4.6
07-07-23,B021,B021_E004,46,9,0,6,3,1,0,4.8
07-07-23,B021,B021_E005,25,6,0,3,1,1,0,4.6
07-07-23,B021,B021_E006,26,4,0,2,0,1,0,4.7
07-07-23,B021,B021_E007,26,7,0,5,2,1,0,4.6
07-07-23,B021,B021_E008,31,8,0,5,2,1,0,5
07-07-23,B021,B021_E009,40,13,0,8,3,1,0,5
07-07-23,B021,B021_E010,48,6,0,4,1,2,0,4.6
07-07-23,B022,B022_E001,77,7,0,4,1,3,0,3.8
07-07-23,B022,B022_E002,79,9,0,5,2,6,2,4.5
07-07-23,B022,B022_E003,86,12,0,9,4,5,1,4.6
07-07-23,B022,B022_E004,53,16,0,11,6,5,1,3.8
07-07-23,B022,B022_E005,109,17,0,11,5,5,0,4.3
07-07-23,B022,B022_E006,91,16,0,9,3,6,1,3.9
